id,name,summary,street,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price_cleaned
12147973,Sunny Bungalow in the City,"Cozy, sunny, family home.  Master bedroom high ceilings. Deck, garden with hens, beehives & play structure.   Short walk to charming village with  attractive stores, groceries & local restaurants. Friendly neighborhood. Access public transportation.","Birch Street, Boston, MA 02131, United States",Roslindale,42.28261879577949,-71.13306792912681,House,Entire home/apt,4,1.5,2.0,3.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Laptop Friendly Workspace""}",$250.00,0,,,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,250.0
3075044,Charming room in pet friendly apt,"Charming and quiet room in a second floor 1910 condo building. The room has a full size bed, darkening curtains, window A/C unit. It's quiet because it's in the back of the house. Shared bathroom. Guests can use kitchen, living room. Pet friendly.","Pinehurst Street, Boston, MA 02131, United States",Roslindale,42.286240821867416,-71.13437396457161,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron}",$65.00,36,2014-06-01,2016-08-13,94.0,10.0,9.0,10.0,10.0,9.0,9.0,65.0
6976,Mexican Folk Art Haven in Boston,"Come stay with a friendly, middle-aged guy in the safe and quiet Roslindale neighborhood of Boston. You will have you own clean, furnished room (with cable TV, Wi-Fi, and a desk to work at) in an apartment that is filled with Mexican folk art. ","Ardale St., Boston, MA 02131, United States",Roslindale,42.2924378866568,-71.13576525374667,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""Lock on Bedroom Door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$65.00,41,2009-07-19,2016-08-05,98.0,10.0,9.0,10.0,10.0,9.0,10.0,65.0
1436513,Spacious Sunny Bedroom Suite in Historic Home,"Come experience the comforts of home away from home in our fabulous bedroom suite available in Roslindale, a neighborhood in Boston.  Enjoy sleeping on a large king sized bed with plush down bedding, access to a dishwasher, washer dryer and home gym. The house is incredibly accessible to public transportation and the center of Boston. Free street parking is available right in front of the house. Weekend farmers markets, restaurants and grocery stores are a 10 min walk away from the house.","Boston, MA, United States",Roslindale,42.28110618827366,-71.12102117350553,House,Private room,4,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,Breakfast,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$75.00,1,2016-08-28,2016-08-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
7651065,Come Home to Boston,"My comfy, clean and relaxing home is one block away from the bus line, on a quiet residential street.  Private room includes two comfortable single beds.  Full bath and half bath may be shared with 1-2 other guests.  Light breakfast included. AC","Durnell Avenue, Boston, MA 02131, United States",Roslindale,42.28451220982457,-71.1362580468337,House,Private room,2,1.5,1.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$79.00,29,2015-08-18,2016-09-01,99.0,10.0,10.0,10.0,10.0,9.0,10.0,79.0
12386020,Private Bedroom + Great Coffee,"Super comfy bedroom plus your own bathroom in our big, sunny condo. Roslindale is an outer neighborhood of Boston. For guests interested in downtown Boston, we are a 45-minute ride via public transportation. We're also just steps from the Arnold Arboretum, nature's gift to Boston. Driveway parking is available.","Walter Street, Boston, MA 02131, United States",Roslindale,42.29168980076903,-71.13189277475922,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Hangers,Iron}",$75.00,8,2016-04-20,2016-08-28,100.0,10.0,10.0,10.0,10.0,9.0,10.0,75.0
5706985,New Lrg Studio apt 15 min to Boston,"It's a 5 minute walk to Rosi Square to catch the train to downtown Boston (15 min ride). HUGE basement studio apartment  (736 sq/68 sq meters)  with separate private entrance under the back deck-low entrance on exterior (60"") Tall interior height 99"". King size bed in the bedroom area which is separated by a 3/4 wall from the  open plan living area. The leather couch converts to a bed (44wide) for a single guest.","Kittredge Street, Boston, MA 02131, United States",Roslindale,42.28138962623448,-71.13119041987277,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in""}",$100.00,57,2015-07-08,2016-09-01,90.0,10.0,10.0,10.0,10.0,9.0,9.0,100.0
2843445,"""Tranquility"" on ""Top of the Hill""","We can accommodate guests who are gluten-free, vegan and/or vegetarian.  We'll spoil you in our beautifully maintained grand two family home built circa 1924 with spectacular views of the nearby Boston skyline. You'll be treated to a delicious continental breakfast each morning. You will find yourself in a quiet neighborhood only a 4 minute walk to the bus. On street parking available. Sleep in a comfortable spacious queen-size bed and awake to the melodious sounds of birds chirping.","Cornell Street, Boston, MA 02131, United States",Roslindale,42.28194609607024,-71.14102161135577,House,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$75.00,67,2014-05-18,2016-09-04,96.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
753446,6 miles away from downtown Boston!,"Nice and cozy apartment about 6 miles away to downtown Boston, and only  30 minutes via public transportation with plenty of street parking. It is a 5 minute walk from Roslindale Village where you can find public transportation.","Sycamore St, Roslindale, MA 02131, United States",Roslindale,42.28587763920193,-71.12490955692161,Condominium,Private room,2,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo,Hangers,""Hair Dryer""}",$58.00,65,2015-09-10,2016-08-30,96.0,10.0,10.0,10.0,10.0,9.0,10.0,58.0
849408,Perfect & Practical Boston Rental,"This is a cozy and spacious two bedroom unit with everything you need to make your stay a comfortable one.  A true ""home away from home.""  If available, combine with adjacent one bedroom unit to accommodate 6 people comfortably in beds.","Centre Street, Boston, MA 02131, United States",Roslindale,42.28882028358453,-71.13951010210121,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$229.00,33,2014-01-02,2016-05-27,94.0,10.0,9.0,10.0,10.0,9.0,9.0,229.0
12023024,Cozy room in a well located house,"The room is in a single family house located in a quite and safe neighborhood,  near business areas,  restaurants, shops, and close to the beautiful Arnold arboretum  with short  access to public transportation to downtown Boston,  about 20 min.","Newburg Street, Boston, MA 02131, United States",Roslindale,42.28644819778879,-71.13932538848039,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,""Lock on Bedroom Door"",""Hair Dryer"",""translation missing: en.hosting_amenity_50""}",$60.00,1,2016-06-17,2016-06-17,80.0,10.0,8.0,8.0,10.0,10.0,10.0,60.0
1668313,Room in Rozzie-Twin Bed-Full Bath,"Quiet second floor bedroom sleeps one in comfort, Includes back yard view, semi-private full bath & use of first floor living area, front porch & garden. Great plus: free street parking or a short walk to public transport into Boston/Cambridge.","Durnell Avenue, Boston, MA 02131, United States",Roslindale,42.281941832424685,-71.13337190191741,House,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$57.00,17,2013-10-21,2016-08-18,94.0,9.0,10.0,10.0,10.0,9.0,9.0,57.0
2684840,"Updated, spacious living in Rozzie","Clean, sunny 2 bedroom in amazing Roslindale Village, 6 miles from downtown Boston . Recently remodeled condo offering everything you need for your stay. Located steps from the Arnold Arboretum and Roslindale Village.","Primrose Street, Boston, MA 02131, United States",Roslindale,42.29172341146307,-71.13155602161845,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$93.00,1,2016-07-23,2016-07-23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,93.0
13547301,2 Bedroom Apartment in Boston,"My place is close to Public Transportation. The train station to downtown Boston is a short 1 minute walk from my house. You’ll love my place because of the neighborhood, the comfy bed, the light, and the coziness. My place is good for couples, solo adventurers, business travelers, and families (with kids).","Fairview Street, Boston, MA 02131, United States",Roslindale,42.28764103470109,-71.12988286590424,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$150.00,12,2016-06-27,2016-09-03,97.0,10.0,10.0,10.0,10.0,9.0,10.0,150.0
5434353,Quiet  Beauty in Boston,"Enjoy the full space of our home as you explore some of the more trendy and hip parts of Boston. Close to Jamaica Plain, and steps to Roslindale Square, this warm abode offers the convenience to Downtown, yet nestled off the beaten track.        ","Tyndale Street, Boston, MA 02131, United States",Roslindale,42.286264736208935,-71.13706513072117,House,Entire home/apt,2,1.5,2.0,2.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$145.00,7,2015-09-01,2016-08-06,91.0,9.0,9.0,10.0,9.0,9.0,9.0,145.0
225979,Cozy Room & Fresh Roasted Coffee,Fresh home roasted coffee from around the world awaits you each morning along with a thick slice of my freshly baked artisan bread. This alcove room is comfortable for any length of stay with some stays up to 6 months. Excellent for those relocating.,"Augustus Ave, Boston, MA 02131, United States",Roslindale,42.2814520694321,-71.12925004404066,Apartment,Private room,1,0.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$60.00,70,2011-09-22,2016-08-02,96.0,9.0,10.0,10.0,10.0,9.0,10.0,60.0
3420384,"Convient, Safe and Comfortable",Located along public transportation with plenty of on street parking.,"Doncaster Street, Boston, MA 02131, United States",Roslindale,42.27440801253166,-71.12529404441553,House,Private room,4,1.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",$165.00,1,2016-08-26,2016-08-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
13512930,Roslindale Beauty next to Arboretum,"Clean, sunny 1 bedroom in amazing Roslindale Village, 6 miles from downtown Boston. Recently remodeled condo offering everything you need for your stay. Located steps from the Arnold Arboretum and Roslindale Village.","Primrose Street, Boston, MA 02131, United States",Roslindale,42.29181491557826,-71.1315879343071,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$75.00,1,2016-06-20,2016-06-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
7482195,Private room near bus stop,"A handsome colonial house set on a tranquil side street.  Fully furnished with several rooms.  Easy commute to Downtown with nearest bus stop only a five minute walk away.  Near restaurants, grocery and shopping arcade.  Laundry and WiFi available.","Brook Street, Boston, MA 02131, United States",Roslindale,42.2822247558416,-71.11518855890074,House,Private room,1,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$49.00,0,,,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,49.0
7252607,Private Room near Public Transport,"A handsome colonial house set on a tranquil side street. Fully furnished with spacious rooms. Easy commute to Downtown with nearest bus stop only a 5 minute walk away. Near restaurants, grocery and shopping arcade. Laundry and WiFi available.","Brook St, Boston, MA 02131, United States",Roslindale,42.28280175042395,-71.11514509094087,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$49.00,4,2015-07-19,2016-08-21,95.0,9.0,10.0,10.0,10.0,9.0,10.0,49.0
2583074,Cozy room in a charming villa.,"My home is a villa in one of the friendliest, and safest  neighborhood of Boston.   The room  has a window overlooking  the yard and street.   All utilities and WIFI are included. Shared bathroom /kitchen.   The bus line is less than a minute walk.","Cedrus Avenue, Boston, MA 02131, United States",Roslindale,42.27964781834151,-71.1360587290911,Villa,Private room,1,2.5,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$40.00,31,2014-08-19,2016-08-30,99.0,10.0,10.0,10.0,10.0,9.0,10.0,40.0
13251243,Arborside Guest Cottage,"Lovely sun-filled private guest cottage set on single family landscaped lot. The cottage is newly renovated and furnished for your comfort.  It provides a private, peaceful setting just 6.5 miles from downtown Boston.  We will be happy to help you during your stay if needed. A guide book for the area will be available to you upon your arrival. We think this listing is destined to be a Best of Boston AirBNB! Come experience why.","Weld Street, Roslindale, MA 02131, United States",Roslindale,42.29403534422037,-71.13223724631055,House,Entire home/apt,3,1.0,0.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$120.00,16,2016-06-19,2016-09-01,98.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
225834,Skyline View to Boston,"High atop Metropolitan Hill. Expansive view. No buildings higher, sleep with the windows uncovered. Experience sunrise like you were sleeping on the beach. Home roasted exotic coffee and fresh baked bread greet you in the morning. A travel adventure.","Augustus Ave, Boston, MA 02131, United States",Roslindale,42.28052812623618,-71.13084254103526,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$70.00,38,2011-10-03,2016-08-31,98.0,9.0,10.0,10.0,10.0,9.0,9.0,70.0
6400432,Spacious 3 bedroom cape cod style,Three bedroom in Boston's Roslindale neighborhood - spacious backyard and large playroom make it incredibly kid-friendly. Off-street parking. Bus brings you to Forest Hills T Station on the Orange Line; walk to commuter rail and shops/restaurants.,"Metropolitan Ave, Boston, MA 02131, United States",Roslindale,42.27838291101699,-71.12878009724983,House,Entire home/apt,8,1.0,3.0,5.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Shampoo}",$150.00,21,2015-08-07,2016-08-19,88.0,9.0,9.0,9.0,10.0,9.0,10.0,150.0
5498472,"4BD/3.5BA, Perfect for families!","Our spacious, modern, immaculate town home is located in Roslindale, MA,  a fun and family friendly neighborhood of Boston. We are a perfect option for families with small children or those without who want to stay in a large, fully stocked home.","Chisholm Lane, Boston, MA 02131, United States",Roslindale,42.27683095063724,-71.12955973831468,House,Entire home/apt,5,3.5,4.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$175.00,1,2015-07-24,2015-07-24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
894539,Private room in house ,NA,"Ashfield Street, Roslindale, MA 02131, United States",Roslindale,42.290903928902345,-71.13023771355206,House,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),""Other pet(s)"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$95.00,40,2013-10-15,2016-09-02,96.0,10.0,10.0,10.0,10.0,9.0,10.0,95.0
879929,Surround yourself with custom art!,NA,"Ashfield Street, Roslindale, MA 02131, United States",Roslindale,42.29151999170097,-71.13185776978565,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$90.00,43,2013-05-08,2015-12-01,95.0,10.0,9.0,10.0,10.0,9.0,9.0,90.0
9218312,Sunny bedroom with private bathroom,"Located in the Peter's Hill neighborhood, restored 1884 Victorian offers a private entrance, private marble bathroom and a large, comfortable bedroom. Roslindale Square, Arnold Arboretum and the T are all just a few minutes walk.","Fairview Street, Boston, MA 02131, United States",Roslindale,42.28907107085577,-71.12823296377442,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",$95.00,33,2016-01-06,2016-08-24,99.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
321328,Bright Room Near Roslindale Village,NA,"Selwyn St, Boston, MA 02131, United States",Roslindale,42.292238240224194,-71.13449706289937,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly""}",$100.00,11,2012-06-23,2015-10-24,90.0,9.0,8.0,10.0,9.0,9.0,9.0,100.0
1810172,Room for 2 in Rozzie - Full Bath,"This second floor bedroom sleeps two in a queen bed. It includes street view, semi-private full bath & use of first floor living area, front porch & garden. Great plus: free street parking or a short walk to public transport into Boston/Cambridge.","Durnell Avenue, Boston, MA 02131, United States",Roslindale,42.28208581195228,-71.1333486774579,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$67.00,20,2013-11-02,2016-08-15,96.0,10.0,9.0,10.0,10.0,9.0,10.0,67.0
6513924,Private room in spacious condo!,Nice unit located within walking distance of charming Roslindale Village and very easy access to public transportation for getting into Downtown Boston.   Message me if interested.,"Hyde Park Avenue, Boston, MA 02131, United States",Roslindale,42.284561507299415,-71.11972634316602,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",$55.00,30,2015-05-31,2016-08-31,92.0,10.0,9.0,10.0,10.0,9.0,9.0,55.0
7093109,Adorable  Apt. 20 min from Downtown,"New totally renovated 2 bedroom apt located 30 minutes aproximately from Downtown Boston. Apt its bright and spacious. The Apartment it's private and it is located on a 2nd floor, it will not be shared with anybody.  The living space is 1180 Sq ft. I don't live in the blding, but my mother does. The apartment has all the amenities that you might need. Iron board, toaster, coffee maker, dishwasher, blow dryer. Also it has everything you need to cook your own favorite food.","Hyde Park Avenue, Boston, MA 02131, United States",Roslindale,42.27696861949929,-71.11775586431585,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$200.00,2,2016-04-03,2016-05-31,100.0,10.0,10.0,10.0,10.0,9.0,10.0,200.0
14690527,1 Bedroom Home Suite Home,"My place is good for couples, solo adventurers, business travelers, and families (with kids).  A clean space you can relax in and entertain yourself with the trinkets we've collected and placed thoughtfully throughout our home. We are conveniently located on a street that ends into the Harvard Arboretum on one end and has the Roslindale Village Commuter Rail at the other with a short cut path into Roslindale Village for shops and dinning.","Conway Street, Boston, MA 02131, United States",Roslindale,42.28922069154087,-71.13071326524191,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",""Hair Dryer"",Iron}",$150.00,0,,,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,150.0
7086825,Private Room near public transport,"A handsome colonial house set on a tranquil side street. Fully furnished with spacious rooms. Easy commute to Downtown with nearest bus stop only a 5 minute walk away. Near restaurants, grocery and shopping arcade. Laundry and WiFi available.","Brook Street, Boston, MA 02131, United States",Roslindale,42.28228162657036,-71.11681747458199,House,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$49.00,10,2015-07-19,2016-06-26,98.0,9.0,9.0,10.0,10.0,9.0,10.0,49.0
1861070,Charming Gambrel on a sweet street,"This home has been featured in several magazines.  Filled with quirky collections, antiques, one adult and one pug named Rita Rose.  Guests will stay in small second floor room with a view to the tree tops.  We have a shared full bath and one half bath.","Granada Avenue, Boston, MA 02131, United States",Roslindale,42.27691292292999,-71.12823284429416,House,Private room,1,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Washer,Dryer}",$75.00,17,2014-04-22,2016-06-25,96.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
4283698,Private 1 bedroom w/ kitchenette,"This is a fantastic, newly updated space.  Large, living room with futon couch/bed, and spacious bedroom with queen bed.  Updated bathroom, fixtures, and appliances.  Third floor of a home, private entrance.  Off-street parking & on-street parking.","Fletcher Street, Boston, MA 02131, United States",Roslindale,42.28967076428995,-71.1372864086912,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Laptop Friendly Workspace""}",$110.00,55,2014-10-11,2016-09-02,87.0,9.0,9.0,10.0,10.0,9.0,9.0,110.0
10116095,Comfortable & Clean - Boston,"Comfortable private room with a queen sized bed, HDTV, wireless internet, shared bathroom/kitchen/living room/laundry, and 1 parking spot in Roslindale, MA. Close to nice restaurants / bars, convenience stores, and the Arnold Arboretum.","Sheffield Road, Boston, MA 02131, United States",Roslindale,42.289603216466745,-71.13336748771152,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$115.00,0,,,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,115.0
